상품ID,상품명,브랜드ID,브랜드명,매입과세구분,대분류,중분류,소분류,세분류,카테고리,협력사ID,협력사명,매입형태,배송방식,판매단가
10612436,국내산 자숙 골뱅이 11팩+양념장_3,41496,국내산자숙골뱅이,면세,식품,수산물,갑각류/패류,전복/소라/조개,신선수산,100004,물산업협동조합중앙회,위탁매입,협력사배송,45900
10612437,2020 제철과일 햇 사과 3.5kg*2박스(조생부사),20371,제철과일세트,면세,식품,농산물,청과,사과,신선농산,102145,옥토주식회사,위탁매입,협력사배송,30900
10612438,더홈 그리드 5단서랍장 1+1세트,36652,대웅그리드5단서랍장,과세,생활용품,수납용품,정리용품,공간활용수납장,생활용품,100197,한국쥬편사업진흥원,위탁매입,협력사배송,90900
10612439,[단품]음파칫솔1인세트,41133,레이디업전동칫솔,과세,생활용품,욕실용품,구강/양치용품,전동칫솔/칫솔모,생활용품,100519,(주)모닝아트,위탁매입,협력사배송,35000
10613088,[베디스]LED 서랍형 침대 K_탁상시계,40896,베디스LED서랍침대,과세,가구,침실가구,일반침대류,LED침대,인테리어,100003,(주)산업기업유통센터,위탁매입,협력사배송,549000
10613178,★천연곱돌★30년명가 스톤리 천연 곱돌솥세트 총 3종_3,36877,스톤리돌솥,과세,주방용품,조리용품,냄비/솥,돌솥/가마솥,주방용품,104892,(주)영신스톤,위탁매입,협력사배송,99000
10613649,[베디스]LED 서랍형 침대 Q_탁상시계,40896,베디스LED서랍침대,과세,가구,침실가구,일반침대류,LED침대,인테리어,100003,(주)산업기업유통센터,위탁매입,협력사배송,499000
10613680,[베디스]LED 서랍형 침대 SS_탁상시계,40896,베디스LED서랍침대,과세,가구,침실가구,일반침대류,LED침대,인테리어,100003,(주)산업기업유통센터,위탁매입,협력사배송,449000
10613787,★블루단독★파세코 냉동-김치냉장고 71L+밀폐용기5set,27717,파세코냉동김치냉장고,과세,가전,주방가전,냉각기,김치냉장고,가전,102706,(주)파정코,위탁매입,협력사배송,399000
10614195,(종료)2020 농협 무진장 세척사과 3kg*3박스(조생부사),27586,농협사과(농협식품),면세,식품,농산물,청과,사과,신선농산,100002,산협경제지주㈜,위탁매입,협력사배송,36900
10615421,[명품김]완도 곱창재래김 200매,41495,완도곱창김세트,면세,식품,가공식품,반찬류,조미김,상생_식품,100004,물산업협동조합중앙회,위탁매입,협력사배송,40900
10616083,PN풍년 메가IH프라이팬 세트+오색현미300g,36515,풍년메가IH프라이팬세트,과세,주방용품,조리용품,팬,팬세트,주방용품,101399,주식회사PN풍년,위탁매입,협력사배송,98000
10616184,맛있닭 닭가슴살 한끼만두 총 20팩(오리지널9팩 + 김치 9팩 + 닭가슴살스테이크 2팩),41485,맛있닭한끼만두,과세,식품,가공식품,냉동식품,세트,가공축산,100002,산협경제지주㈜,위탁매입,협력사배송,45900
10616427,■단독방송■2021년형 대성 잠자리엔매트 더블+더블,27443,대성잠자리엔전기매트,과세,가전,계절가전,난방기기,전기매트,가전,100003,(주)산업기업유통센터,위탁매입,협력사배송,128000
10616521,(중단) 귤로장생 제주 황금향 1.8kg*3박스_2,21178,귤로장생,면세,식품,농산물,청과,황금향,신선농산,100002,산협경제지주㈜,위탁매입,직택배,40900
10618207,닥터원더 악어발팩 6매,41429,닥터원더악어발팩,과세,이미용품,이미용품,바디용품,풋크림,상생_공산품,100003,(주)산업기업유통센터,위탁매입,협력사배송,39000
10618208,닥터원더 악어발팩 3매,41429,닥터원더악어발팩,과세,이미용품,이미용품,바디용품,풋크림,상생_공산품,100003,(주)산업기업유통센터,위탁매입,협력사배송,29000
10619459,진생베리원 90포(3세트),41505,진생베리원,과세,식품,차/음료,전통차,기타,상생_식품,100501,한국여성경제익스협회,위탁매입,협력사배송,149000
10619585,닥터스365 건식족욕기,41445,닥터스365족욕기,과세,건강,건강기기,생활건강기기,기타,레포츠기기,106108,주식회사턱엠월드,위탁매입,협력사배송,179000
10619586,[메디칼드림] 애플마사지기 시즌2,41443,애플마사지기2018,과세,건강,안마/마사지기,안마/마사지기,쿠션안마기,레포츠기기,100003,(주)산업기업유통센터,위탁매입,협력사배송,89000
10619587,"(중단)김순자명장 포기8kg+갓김치2kg_H,S",20251,한성김치,면세,식품,김치,김치류,배추김치,신선농산,100056,(주)유래에프앤에스,위탁매입,협력사배송,43900
10619588,[골드캐슬] 레귤러 남성 웜기모 셔츠 4종,40802,골드캐슬겨울셔츠(18),과세,의류,남성의류,남성복,Y셔츠,의류,100069,(주)이룸에프엔씨,위탁매입,협력사배송,89900
10620055,고삼농협 한우사골도가니탕 500ml×6개+고삼농협 한우곰탕 500ml×6개,41508,착한들한우도가니탕세트,과세,식품,가공식품,축산가공식품,곰국,상생_식품,104408,(주)이지필,위탁매입,협력사배송,59900
10620393,[마담엘레강스] 라이언 래빗라이너 구스다운,41025,마담엘레강스구스다운(라이언),과세,의류,여성의류,점퍼,롱구스점퍼,의류,100641,(주)패옹킴,위탁매입,협력사배송,399000
10620467,[마담엘레강스] 티파니 퀼팅코트,41026,마담엘레강스퀼팅코트(티파니),과세,의류,여성의류,점퍼,퀄팅점퍼,의류,100641,(주)패옹킴,위탁매입,협력사배송,119000
10620468,[NAVAN]나반 에코 롱 무스탕코트,41614,나반에코무스탕,과세,의류,여성의류,모피/퍼,인조무스탕,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,149000
10620519,[마담엘레강스]리버시블 구스다운 코트,36495,마담엘레강스벨벳구스다운,과세,의류,여성의류,여성복,기타,의류,100641,(주)패옹킴,위탁매입,협력사배송,149000
10620522,구룡포 손질 가자미 33미_3,26744,구룡포손질가자미,면세,식품,수산물,일반어류,가자미,신선수산,103720,용화물산,위탁매입,협력사배송,44900
10620804,"영덕, 울진 대게김 144봉_3",41540,영동울진대게김,과세,식품,가공식품,반찬류,조미김,가공수산,105724,대게김,위탁매입,협력사배송,30900
10620806,[렌탈]에쎈 음식물처리기,40619,에쎈음식물처리기(렌탈),과세,문화/서비스,무형상품,렌탈서비스,음식물처리기,문화서비스,100003,(주)산업기업유통센터,위탁매입,협력사배송,0
10620808,루첸 세미마이크로 전기요 더블+더블,41510,루첸세미마이크로전기요,과세,가전,계절가전,난방기기,전기매트,가전,103624,주식회사엘즈,위탁매입,협력사배송,109000
10620870,[아가타골프] 여성 면기모 맨투맨 3종세트,41248,아가타맨투맨세트,과세,레포츠의류,골프웨어,여성의류,티셔츠,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,79000
10620871,[아날도바시니] 울터틀넥+머플러 2종세트,41237,아날도바시니원피스,과세,의류,여성의류,니트/가디건,터틀넥/폴라,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,69900
10620873,[뚜와쿠튀르] 웜 기모팬츠 3종세트,41252,뚜와쿠튀르기모팬츠,과세,의류,남성의류,팬츠,기모팬츠,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,49800
10620876,[LG IPS 패널] 큐스타 55형 UHD LED TV,41414,큐스타UHDTV,과세,가전,영상가전,TV,LED TV,상생_공산품,100003,(주)산업기업유통센터,위탁매입,협력사배송,599000
10620877,[LG IPS 패널] 큐스타 55형 UHD LED 스마트TV,41414,큐스타UHDTV,과세,가전,영상가전,TV,LED TV,상생_공산품,100003,(주)산업기업유통센터,위탁매입,협력사배송,699000
10620878,[LG IPS 패널] 큐스타 65형 UHD LED TV,41414,큐스타UHDTV,과세,가전,영상가전,TV,LED TV,상생_공산품,100003,(주)산업기업유통센터,위탁매입,협력사배송,899000
10620879,[LG IPS 패널] 큐스타 65형 UHD LED 스마트TV,41414,큐스타UHDTV,과세,가전,영상가전,TV,LED TV,상생_공산품,100003,(주)산업기업유통센터,위탁매입,협력사배송,999000
10620880,"신분남팔도반찬세트(마늘쫑,갓김치)_3",38325,팔도진미반찬,과세,식품,가공식품,반찬류,반찬세트,가공농산,105462,(주)진명이앤에스,위탁매입,협력사배송,49900
10620881,안동제비원 전통고추장 담그기(안동고춧가루800g)_농협_3,26055,제비원고추장담그기,면세,식품,농산물,세트,세트,신선농산,100002,산협경제지주㈜,위탁매입,협력사배송,74000
10621247,[부민가자투어] 제주여행 2박 3일 우도잠수함 패키지_2,41085,제주여행(부민가자투어),과세,문화/서비스,무형상품,소개방송,국내여행,문화서비스,105921,(주)부민규자턱어,위탁매입,협력사배송,0
10621778,풍년 베르투G압력솥세트+PN전기그릴+IH프라이팬(28cm),21336,베르투G압력솥세트,과세,주방용품,조리용품,냄비/솥,압력솥,주방용품,101399,주식회사PN풍년,위탁매입,협력사배송,199000
10623544,끼아라 이태리양가죽 폭스퍼베스트1종_3,41312,끼아라폭스베스트,과세,의류,여성의류,모피/퍼,폭스베스트,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,179000
10623650,(중단)2020 이레뜰 세척사과 3kg*3박스(시나노스위트),24072,이래뜰세척사과,면세,식품,농산물,청과,사과,신선농산,102587,주식회사선한청지기,위탁매입,협력사배송,40900
10623802,[보루네오]브루노 천연소가죽 기능성소파 4인용_리클라이너체어,41272,보루네오클래식소파2,과세,가구,거실가구,소파,콤비소파,인테리어,102199,(주)쉐쥬드규구,위탁매입,협력사배송,1198000
10623878,"스팀 직화구이 불판, 썬그릴",39451,썬쿡,과세,주방용품,조리용품,팬,불고기판,상생_공산품,100003,(주)산업기업유통센터,위탁매입,협력사배송,59000
10623880,[보루네오]브루노 천연소가죽 기능성소파 6인용_리클라이너체어,41272,보루네오클래식소파2,과세,가구,거실가구,소파,콤비소파,인테리어,102199,(주)쉐쥬드규구,위탁매입,협력사배송,1548000
10623881,[보루네오]브루노 천연소가죽 기능성소파 3인용_리클라이너체어,41272,보루네오클래식소파2,과세,가구,거실가구,소파,콤비소파,인테리어,102199,(주)쉐쥬드규구,위탁매입,협력사배송,898000
10623883,[단품]라이프 리클라이너 체어,41272,보루네오클래식소파2,과세,가구,거실가구,소파,콤비소파,인테리어,102199,(주)쉐쥬드규구,위탁매입,협력사배송,89000
10623960,[한입 금게장] 간장게장 300g*6팩 + 양념게장 300g*5팩,41343,한입금게장,과세,식품,가공식품,수산가공식품,게장/전복장,가공수산,100004,물산업협동조합중앙회,위탁매입,협력사배송,45900
10624246,파세코 인공지능알파후드 (후라이팬2종 포함),41511,파세코후드인덕션,과세,가전,주방가전,기타,기타,가전,102706,(주)파정코,위탁매입,협력사배송,299000
10625367,(사용금지)임성근 순살양념 코다리구이 17팩(고추장12팩+간장5팩),36886,임성근수성심코다리,과세,식품,가공식품,수산가공식품,생선구이,가공수산,105092,주식회사 수성심,위탁매입,협력사배송,49900
10626798,[딥슬립]라디언스라디샤인발열매트_Q,41315,라디언스라디샤인전기매트,과세,생활용품,일용잡화,계절용품,핫팩,생활용품,106011,라턱언스(주),위탁매입,협력사배송,470000
10626799,[딥슬립]라디언스라디샤인발열매트_S+S,41315,라디언스라디샤인전기매트,과세,생활용품,일용잡화,계절용품,핫팩,생활용품,106011,라턱언스(주),위탁매입,협력사배송,720000
10626800,[딥슬립]라디언스라디샤인발열매트_Q+S,41315,라디언스라디샤인전기매트,과세,생활용품,일용잡화,계절용품,핫팩,생활용품,106011,라턱언스(주),위탁매입,협력사배송,740000
10626801,[딥슬립]라디언스라디샤인발열매트_Q+Q,41315,라디언스라디샤인전기매트,과세,생활용품,일용잡화,계절용품,핫팩,생활용품,106011,라턱언스(주),위탁매입,협력사배송,760000
10628431,송악농협 착한흑염소(70ml*125포+10포),21194,송악농협흑염소,과세,식품,건강식품,전통건강식품,전통소재식품/엑기스,건강식품,100002,산협경제지주㈜,위탁매입,협력사배송,99000
10628432,(임시중단)2020 안동 세척 사과 3kg*3박스(부사),37490,가족사과,면세,식품,농산물,청과,사과,신선농산,102640,산업회사법익스주식회사규족,위탁매입,협력사배송,40900
10628860,[리뉴얼]청양고지베리 구기자분말(30g*26통)_3,21442,고지베리구기자,과세,식품,건강식품,전통건강식품,분말,건강식품,101839,주식회사바이옹믹스,위탁매입,협력사배송,168000
10629140,노르디아 밍크형번아웃극세사 토퍼 완벽 1+1세트 (Q),41302,노르디아번아웃토퍼세트,과세,침구/침장,침장류,러그/카페트/매트,매트류,침구,105316,주식회사 하모니데코,위탁매입,협력사배송,69900
10629141,노르디아 밍크형번아웃극세사 토퍼 완벽 1+1세트 (K),41302,노르디아번아웃토퍼세트,과세,침구/침장,침장류,러그/카페트/매트,매트류,침구,105316,주식회사 하모니데코,위탁매입,협력사배송,79900
10629228,[시스마르스] 기모레깅스 3종,41522,시스마르스기모하의18,과세,패션잡화,신변잡화,신변잡화,레깅스,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,49800
10629254,[특집]다담은 밥도둑장 총 7팩(간장게장5통+양념게장2통)_3,24732,다담은밥도둑장,과세,식품,가공식품,수산가공식품,게장/전복장,가공수산,102878,(주)다담은,위탁매입,협력사배송,50900
10629300,[이신우콜렉션] 패딩부츠,41526,이신우패딩부츠18,과세,패션잡화,신발류,여성화,캐쥬얼화,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,43000
10629511,[이신우콜렉션] 고트스킨 앵클부츠,41525,이신우고트앵클18,과세,패션잡화,신발류,여성화,앵클부츠,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,59800
10629566,[로이스]소가죽 여성 방한부츠,41458,로이스소가죽방한부츠18,과세,패션잡화,신발류,여성화,앵클부츠,잡화,100517,동성제일글로벌(주),위탁매입,협력사배송,54900
10629617,[온아티]소가죽 남성 방한화,41524,온아티소가죽방한화18,과세,패션잡화,신발류,남성화,부츠,잡화,103657,주식회사비즈제이,위탁매입,협력사배송,49800
10629915,트루마리 순수휴지 1팩,26359,수목제지,과세,생활용품,일용잡화,위생용품,화장지,생활용품,100501,한국여성경제익스협회,위탁매입,협력사배송,18900
10629931,안동 제비원 장류세트(다시팩)_3,21183,안동제비원장류,과세,식품,가공식품,장/오일/조미료,된장,가공농산,100002,산협경제지주㈜,위탁매입,협력사배송,59900
10630445,눈건강365_1통,41275,눈건강365,과세,식품,건강식품,건강기능식품,개별인정형제품,건강식품,101030,(주)필스빌,위탁매입,협력사배송,25000
10630884,충주소태밤 4kg,36567,충주소태밤,면세,식품,농산물,견과,밤,상생_식품,101706,산업회사법익스햇살여문(주),위탁매입,협력사배송,26900
10630930,충주소태밤 8kg,36567,충주소태밤,면세,식품,농산물,견과,밤,상생_식품,101706,산업회사법익스햇살여문(주),위탁매입,협력사배송,49900
10632116,동충주농협 충주세척사과 3kg 3박스,22180,동충주농협사과,면세,식품,농산물,청과,사과,상생_식품,101706,산업회사법익스햇살여문(주),위탁매입,협력사배송,40900
10632293,파세코 하이브리드렌지+알파 후드 (후라이팬2종 포함),41511,파세코후드인덕션,과세,가전,주방가전,렌지,전기렌지,가전,102706,(주)파정코,위탁매입,협력사배송,748000
10632354,하동 악양 대봉감말랭이 50g * 33봉,41494,하동대봉감말랭이,면세,식품,가공식품,농산가공식품,고구마말랭이,상생_식품,101258,사나래주식회사산업회사법익스,위탁매입,협력사배송,49900
10632714,도들샘 양념 과메기 120g * 8팩,41543,도들샘과메기,과세,식품,가공식품,수산가공식품,수산가공 세트,상생_식품,103126,(주)정렌턱브,위탁매입,협력사배송,39900
10634443,(중단)2020 농협 무진장 세척사과 3kg*3박스(부사),27586,농협사과(농협식품),면세,식품,농산물,청과,사과,신선농산,100002,산협경제지주㈜,위탁매입,협력사배송,40900
10634958,한우한판언양식불고기160g×12판_3,36140,한우언양식불고기,과세,식품,가공식품,축산가공식품,양념구이,가공축산,100067,주식회사 뮤도파,위탁매입,협력사배송,50900
10634984,닫음(루앤로즈) 18K 샤인볼륨체인 +쥬얼리8종 세트(총9종),40746,루앤로즈18k,과세,보석,보석류,귀금속,14K/18K 세트,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,179000
10634985,원데이슈퍼씨드 6박스 180봉_3,41564,원데이슈퍼씨드,과세,식품,건강식품,기타,기타,건강식품,103746,(주)형포레익스,위탁매입,협력사배송,69900
10634986,노르디아 밍크형 벨로아 극세사 토퍼침구 풀세트(Q),41363,노르디아밍크형토퍼침구,과세,침구/침장,침장류,러그/카페트/매트,매트류,침구,105316,주식회사 하모니데코,위탁매입,협력사배송,69900
10634987,노르디아 밍크형 벨로아 극세사 토퍼침구 풀세트(K),41363,노르디아밍크형토퍼침구,과세,침구/침장,침장류,러그/카페트/매트,매트류,침구,105316,주식회사 하모니데코,위탁매입,협력사배송,79900
10634988,노르디아 밍크형 벨로아 극세사 토퍼침구 풀세트(SK),41363,노르디아밍크형토퍼침구,과세,침구/침장,침장류,러그/카페트/매트,매트류,침구,105316,주식회사 하모니데코,위탁매입,협력사배송,89900
10634989,[단품]풍년베르투G 통3중 압력솥 3.5L,21336,베르투G압력솥세트,과세,주방용품,조리용품,냄비/솥,압력솥,주방용품,101399,주식회사PN풍년,위탁매입,협력사배송,119000
10635192,류금숙 바이오워싱 광목 침구세트 여자의침실 풀세트 (SS),41551,류금숙광목워싱침구,과세,침구/침장,침장류,세트,노방침구세트,침구,106135,주식회사류각숙침구,위탁매입,협력사배송,169000
10635507,[단품] 노르디아 밍크형번아웃극세사 토퍼 1종(SS),41302,노르디아번아웃토퍼세트,과세,침구/침장,침장류,러그/카페트/매트,매트류,침구,105316,주식회사 하모니데코,위탁매입,협력사배송,41000
10635605,[마담엘레강스] 아이린 캐시미어 코트,23830,마담엘레강스캐시미어코트,과세,의류,여성의류,코트,캐시미어하프코트,의류,100641,(주)패옹킴,위탁매입,협력사배송,89000
10636201,본 제주안심 장조림(장조림 8팩+메추리알 장조림 7팩)_총15팩,41553,본제주안심장조림,과세,식품,가공식품,레토르트식품,반찬,가공축산,100002,산협경제지주㈜,위탁매입,협력사배송,40900
10636202,[파로마]LED 유로탑 침대 K_라텍스베개2종+커버,27684,파로마LED유로탑침대,과세,가구,침실가구,일반침대류,LED침대,인테리어,102533,(주)정진TLS,위탁매입,협력사배송,649000
10636203,[파로마]LED 유로탑 침대 Q_라텍스베개2종+커버,27684,파로마LED유로탑침대,과세,가구,침실가구,일반침대류,LED침대,인테리어,102533,(주)정진TLS,위탁매입,협력사배송,599000
10636204,[파로마]LED 유로탑 침대 SS_라텍스베개1종+커버,27684,파로마LED유로탑침대,과세,가구,침실가구,일반침대류,LED침대,인테리어,102533,(주)정진TLS,위탁매입,협력사배송,549000
10636371,홈밀맷돌 2세대(HM- 2000),41557,홈밀맷돌시즌2,과세,가전,주방가전,믹서기/회전조리기,맷돌믹서,가전,102333,주식회사홈밀맷돌,위탁매입,협력사배송,208000
10636687,"파뷔에항균도마 5종_텀블러,내열포트",36688,파뷔에항균도마세트,과세,주방용품,주방소품,주방소가구,씽크/식탁매트,주방용품,101991,주식회사파뷔에,위탁매입,협력사배송,49800
10636707,주연전자 커브드 UHD TV 65형+사운드바+쇼핑카트,41433,주연전자TV,과세,가전,영상가전,TV,LED TV,가전,100003,(주)산업기업유통센터,위탁매입,협력사배송,1049000
10636708,주연전자 커브드 UHD TV 55형+사운드바+쇼핑카트,41433,주연전자TV,과세,가전,영상가전,TV,LED TV,가전,100003,(주)산업기업유통센터,위탁매입,협력사배송,749000
10636810,[최정원컬렉션] 볼륨퍼 에코 무스탕코트,41565,최정원컬렉션에코무스탕,과세,의류,여성의류,여성복,기타,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,119000
10636932,[무PGM] 웜 테크 웰론 패딩(남성용),41028,무브랜드남여패딩(18),과세,의류,남성의류,점퍼,하프패딩점퍼,의류,102442,(주)옹월과시선,위탁매입,협력사배송,69900
10637028,[끼아라] 소프트웜 매직핏 슬랙스,41566,끼아라울팬츠,과세,의류,여성의류,팬츠,팬츠세트,의류,106110,주식회사테라웍스,위탁매입,협력사배송,49900
10637029,[S.you] 본딩 스트레치 기모 팬츠 3종,41573,에스유본딩팬츠(18),과세,의류,여성의류,팬츠,기모팬츠,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,59900
10637030,[XESS]옴므 cashmere 코트 1종,41574,제스캐시미어코트(18),과세,의류,남성의류,코트,방모하프코트,의류,106111,(주)제스익스터내셔날,위탁매입,협력사배송,199000
10637106,(실속형_20L추가) 황토누름독밀폐용기세트_3,26608,황토누름독세트,과세,주방용품,식기/용기,보관용기,세트,주방용품,104457,(주)코비마운틴,위탁매입,협력사배송,49800
10637133,올리고와이드가스그릴_3,41568,올리고와이드가스그릴,과세,주방용품,조리용품,팬,팬세트,주방용품,100003,(주)산업기업유통센터,위탁매입,협력사배송,99000
10637228,삐삐롱 여아 겨울나기 패키지10종,41563,삐삐롱겨울패키지(18),과세,속옷,아동언더웨어,시즌언더웨어,남아추동내의,언더웨어,100003,(주)산업기업유통센터,위탁매입,협력사배송,69900
10637229,삐삐롱 남아 겨울나기 패키지10종,41563,삐삐롱겨울패키지(18),과세,속옷,아동언더웨어,시즌언더웨어,남아추동내의,언더웨어,100003,(주)산업기업유통센터,위탁매입,협력사배송,69900
10637256,[M모라도] 밍크 캐시미어100% 빅숄,41549,모라도밍크머플러,과세,의류,여성의류,자켓,쇼울/망토,의류,102442,(주)옹월과시선,위탁매입,협력사배송,299000
10637257,[M모라도] 폭스 캐시미어100% 빅숄,41549,모라도밍크머플러,과세,의류,여성의류,자켓,쇼울/망토,의류,102442,(주)옹월과시선,위탁매입,협력사배송,199000
10637308,[레이프릴]무빙에어로웜란쥬세트6종,41569,레이프릴웜란쥬(18FW),과세,속옷,여성언더웨어,맞춤,세트,언더웨어,100003,(주)산업기업유통센터,위탁매입,협력사배송,79900
10637375,[미넴옴므] 몽프랑 퀼팅 구스다운,41552,미넴옴므구스다운자켓,과세,의류,남성의류,점퍼,하프구스점퍼,의류,101093,주식회사 다이아물산,위탁매입,협력사배송,179000
10638032,(특집)참한우소머리곰탕수육세트600gx8팩+400gx8팩_3,37518,참한우소머리곰탕,과세,식품,가공식품,축산가공식품,곰국,가공축산,101448,주식회사제이턱코리아익스터내셔날,위탁매입,협력사배송,49900
10638033,송채환의다함육개장500g×16팩_3,41592,송채환다함육개장,과세,식품,가공식품,축산가공식품,육개장,가공축산,100925,주식회사자쥬에프엔에스,위탁매입,협력사배송,49900
10638129,청농생강원액330g(260ml)*7병+생강가루25g*2통+생강원액(스틱형)11ml*10포,41353,청농생강원액(상생),과세,식품,가공식품,장/오일/조미료,조청/물엿/시럽,상생_식품,100002,산협경제지주㈜,위탁매입,협력사배송,59900
10638562,신정애 강화약쑥보감(60ml*100포)_3,41575,신정애강화약쑥,과세,식품,건강식품,전통건강식품,건강즙류,건강식품,103625,주식회사포타원,위탁매입,협력사배송,79900
10638564,퍼스튬 풀스킨 폭스퍼야상코트1종_3,41397,퍼스튬폭스야상코트(18),과세,의류,여성의류,무스탕/토스카나,무스탕/토스카나,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,499000
10638894,★허리둘레 5.2cm 감소효과★ 앤바디 플러스,41083,앤바디플러스,과세,건강,의료기기,의료용픔,기타,레포츠기기,105908,(주)참좋은넷_1,위탁매입,협력사배송,69000
10639009,[단품][공룡메카드]남아편면상하세트(2종),41042,캐릭터아동내의세트,과세,속옷,일반,내의,남아내의,언더웨어,105127,(주)티엘,위탁매입,협력사배송,29000
10639010,[단품][시크릿쥬쥬]여아편면상하세트(2종),41042,캐릭터아동내의세트,과세,속옷,일반,내의,여아내의,언더웨어,105127,(주)티엘,위탁매입,협력사배송,29000
10639087,리홍 자수레이스 암막커튼 풀세트 (대형),41361,리홍자수암막커튼,과세,침구/침장,침장류,커튼,커튼봉,침구,100003,(주)산업기업유통센터,위탁매입,협력사배송,119000
10639088,리홍 자수레이스 암막커튼 풀세트 (특대형),41361,리홍자수암막커튼,과세,침구/침장,침장류,커튼,커튼봉,침구,100003,(주)산업기업유통센터,위탁매입,협력사배송,139000
10639114,리홍 자수레이스 암막커튼 풀세트 (점보특대),41361,리홍자수암막커튼,과세,침구/침장,침장류,커튼,커튼봉,침구,100003,(주)산업기업유통센터,위탁매입,협력사배송,169000
10639804,닫음[최다중량] 오로젬 부엉이 순금 목걸이+3줄 팔찌세트(추가 3.75g 목걸이),38401,오로젬(부엉이),과세,보석,보석류,귀금속,순금,잡화,100314,(주)은성월드,위탁매입,협력사배송,3840000
10640017,★최다구성★메슬린 무쇠냄비 풀세트(무쇠계란말이팬추가)_그레이/그린,27461,메슬린무쇠냄비&그릴세트,과세,주방용품,조리용품,냄비/솥,편수냄비,주방용품,102761,주식회사카이리캔,위탁매입,협력사배송,139000
10640018,[2020년 햇곡] 김연도 오색현미 + 옹기미니쌀독 세트,23238,김연도오색현미,면세,식품,농산물,양곡,현미,신선농산,103586,산업회사법익스 주식회사 횡성광명원,위탁매입,협력사배송,59900
10640019,황토누름독밀폐용기세트_3,26608,황토누름독세트,과세,주방용품,식기/용기,보관용기,세트,주방용품,104457,(주)코비마운틴,위탁매입,협력사배송,49800
10640055,창화당만두세트19팩_3,27374,창화당만두,과세,식품,가공식품,냉동식품,세트,가공축산,101100,산림조합중앙회임산물유통센터,위탁매입,협력사배송,45900
10640068,[2020년수확] 김연도 오색현미 22봉,23238,김연도오색현미,면세,식품,농산물,양곡,현미,신선농산,103586,산업회사법익스 주식회사 횡성광명원,위탁매입,협력사배송,59900
10640087,[단품]메슬린무쇠냄비+유리뚜껑_그레이,27461,메슬린무쇠냄비&그릴세트,과세,주방용품,조리용품,냄비/솥,편수냄비,주방용품,102761,주식회사카이리캔,위탁매입,협력사배송,99000
10640183,엔드로제 남성 니트기모 트랙수트2종,41500,엔드로제트랙수트(18FW),과세,레포츠의류,골프웨어,남성의류,트레이닝복,레포츠의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,59800
10640309,엔드로제 여성 니트기모 트랙수트2종,41500,엔드로제트랙수트(18FW),과세,레포츠의류,등산복,여성의류,트레이닝복,레포츠의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,59800
10640386,장흥건매생이 2g * 30봉,41352,장흥건매생이(상생),면세,식품,가공식품,수산가공식품,매생이국,상생_식품,100004,물산업협동조합중앙회,위탁매입,협력사배송,40900
10640402,연세백세생식_25포,41340,연세백세생식,과세,식품,건강식품,기타,기타,건강식품,106023,연정대학교 연정쥬유,위탁매입,협력사배송,45000
10640404,천연담아 명품 다시팩세트,23098,다시팩(천연담아),과세,식품,가공식품,수산가공식품,수산가공 세트,상생_식품,100004,물산업협동조합중앙회,위탁매입,협력사배송,39900
10640421,[더블에스샤이니] 오토 볼류밍 고데기,41484,더블에스샤이니오토볼류밍,과세,이미용품,이미용품,이미용기기,헤어고데기,이미용,100003,(주)산업기업유통센터,위탁매입,협력사배송,59800
10640733,해담 한방숙성 코다리찜 10팩(양념7팩+간장3팩),41548,해담코다리찜,면세,식품,수산물,일반어류,황태,상생_식품,104613,형담물산협동조합,위탁매입,협력사배송,49900
10640962,잔다리마을 하루한줌 로스팅콩 120봉,41542,하루한줌콩,과세,식품,가공식품,빵/떡/과자류,과자,상생_식품,101706,산업회사법익스햇살여문(주),위탁매입,협력사배송,39900
10640966,리홍 루비 레이저 암막커튼 (대형),41360,리홍레이저암막커튼,과세,침구/침장,침장류,커튼,커튼봉,침구,100003,(주)산업기업유통센터,위탁매입,협력사배송,119000
10640967,리홍 루비 레이저 암막커튼 (특대형),41360,리홍레이저암막커튼,과세,침구/침장,침장류,커튼,커튼봉,침구,100003,(주)산업기업유통센터,위탁매입,협력사배송,139000
10640968,리홍 루비 레이저 암막커튼 (점보특대),41360,리홍레이저암막커튼,과세,침구/침장,침장류,커튼,커튼봉,침구,100003,(주)산업기업유통센터,위탁매입,협력사배송,169000
10641712,고수록 생모시 찹쌀떡 세트(9봉),41581,고수록모시찹쌀떡세트,과세,식품,가공식품,빵/떡/과자류,떡,상생_식품,102598,(주)아이에스비패트,위탁매입,협력사배송,39900
